initial_transform,num_dims,mean,std
0.0,2.0,0.844342105263158,0.008197062172196068
1.0,2.0,0.8503947368421052,0.008384996824397273
0.0,3.0,0.8596052631578948,0.009489205122159372
1.0,3.0,0.8636842105263158,0.008751731130692572
0.0,5.0,0.8707894736842106,0.009355994123490112
1.0,5.0,0.890921052631579,0.010825517458987714
0.0,-1.0,0.9003947368421052,0.011304308741443832
1.0,-1.0,0.9030263157894737,0.010609049865948047
