initial_transform,num_dims,mean,std
0.0,2.0,0.7881578947368421,0.011211267581126727
1.0,2.0,0.7843421052631578,0.016066107372172733
0.0,3.0,0.8071052631578948,0.010578816443285143
1.0,3.0,0.8194736842105262,0.012521449740389795
0.0,5.0,0.8280263157894737,0.0072797769440121375
1.0,5.0,0.8647368421052632,0.006494190883817386
0.0,-1.0,0.8702631578947368,0.004371907296272677
1.0,-1.0,0.8803947368421055,0.006797679659520792
