eta0,num_dims,mean,std
0.01,2.0,0.8753947368421052,0.011959216244620529
0.1,2.0,0.8721052631578947,0.013062814364200894
0.01,3.0,0.8834210526315788,0.0137271593218368
0.1,3.0,0.8780263157894737,0.011258268737174849
0.01,5.0,0.884736842105263,0.007517293082676692
0.1,5.0,0.8757894736842105,0.010513149660756919
0.01,-1.0,0.8877631578947369,0.009040728098053629
0.1,-1.0,0.8822368421052632,0.007655362214625704
