eta0,num_dims,mean,std
0.01,2.0,0.8228947368421053,0.020360327509352318
0.1,2.0,0.8278947368421052,0.012562861328715796
0.01,3.0,0.8422368421052632,0.01674157910455663
0.1,3.0,0.841578947368421,0.014051251657065797
0.01,5.0,0.8590789473684209,0.009906942360042685
0.1,5.0,0.8548684210526314,0.018317850005086962
0.01,-1.0,0.8651315789473685,0.010093914954742444
0.1,-1.0,0.8507894736842105,0.014783759900198035
